item_name	category_name	cate_1_name	cate_2_name	cate_3_name
小青菜炒豆饼	热菜	菜品	热菜	
小青菜炒面	炒面	主食	面	炒面
小青菜肉圆汤	汤羹	菜品	汤羹	
小青菜蛋汤	汤羹	菜品	汤羹	
小青菜香菇菜	热菜	菜品	热菜	
小馆炒干豆腐	热菜	菜品	热菜	
小鲍鱼炖盅	汤羹	菜品	汤羹	
小鲜虾砂锅粥	粥	主食	粥	
小鸡炖土豆	热菜	菜品	热菜	
小鸡炖棒蘑	热菜	菜品	热菜	
小鸡炖榛菇	热菜	菜品	热菜	
小鸡炖榛蘑	热菜	菜品	热菜	
小鸡炖榛蘑粉条	热菜	菜品	热菜	
小鸡炖滑子菇	热菜	菜品	热菜	
小鸡炖蘑菇	热菜	菜品	热菜	
小鸡炖蘑菇套餐	热菜	菜品	热菜	
小鸡炖蘑菇粉	热菜	菜品	热菜	
小鸡炖蘑菇粉小份	热菜	菜品	热菜	
小鸡炖蘑菇粉条	热菜	菜品	热菜	
小鸡炖野香菇	热菜	菜品	热菜	
小鸡炖香菇	热菜	菜品	热菜	
小鸡蘑菇炖粉条	热菜	菜品	热菜	
小麦红枣粥	粥	主食	粥	
小黄蘑娃娃菜	热菜	菜品	热菜	
小黄鱼汤面	汤面	主食	面	汤面
小黄鱼烧雪菜	热菜	菜品	热菜	
少一点点米饭	白米饭	主食	饭	白米饭
尖椒圈炒鸡蛋	热菜	菜品	热菜	
尖椒土豆丝饭	盖浇饭	主食	饭	盖浇饭
尖椒土豆片饭	盖浇饭	主食	饭	盖浇饭
尖椒娃娃菜	热菜	菜品	热菜	
尖椒干豆腐盘菜	热菜	菜品	热菜	
尖椒木耳炒鸡蛋	热菜	菜品	热菜	
尖椒沫炒鸡蛋	热菜	菜品	热菜	
尖椒油麦菜	热菜	菜品	热菜	
尖椒炒土豆丝	热菜	菜品	热菜	
尖椒炒土豆片	热菜	菜品	热菜	
尖椒炒土鸡蛋	热菜	菜品	热菜	
尖椒炒干豆腐	热菜	菜品	热菜	
尖椒炒干豆腐皮	热菜	菜品	热菜	
尖椒炒碎豆腐	热菜	菜品	热菜	
尖椒炒笋干	热菜	菜品	热菜	
尖椒炒笨鸡蛋半盘	热菜	菜品	热菜	
尖椒炒紫茄	热菜	菜品	热菜	
尖椒炒腐竹	热菜	菜品	热菜	
尖椒炒茄子	热菜	菜品	热菜	
尖椒炒虾干	热菜	菜品	热菜	
尖椒炒虾米	热菜	菜品	热菜	
尖椒炒蛋套餐	其他菜品	其他	其他菜品	
尖椒炒豆皮	热菜	菜品	热菜	
尖椒炒豆腐干	热菜	菜品	热菜	
尖椒炒豆腐皮	热菜	菜品	热菜	
尖椒炒豆腐皮盖饭	盖浇饭	主食	饭	盖浇饭
尖椒炒锦州干豆腐	热菜	菜品	热菜	
尖椒炒鸡蛋	热菜	菜品	热菜	
尖椒炒鸡蛋一份	热菜	菜品	热菜	
尖椒炒鸡蛋半分	热菜	菜品	热菜	
尖椒炒鸡蛋小份	热菜	菜品	热菜	
尖椒炒黄瓜	热菜	菜品	热菜	
尖椒白菜炒干豆腐	热菜	菜品	热菜	
尖椒笋干炒肉末	热菜	菜品	热菜	
尖椒茄子丝小份加米饭	其他菜品	其他	其他菜品	
尖椒茄子打卤面	盖浇面	主食	面	盖浇面
尖椒茄子素打卤面	盖浇面	主食	面	盖浇面
尖椒虾皮炒笋干	热菜	菜品	热菜	
尖椒豆腐皮炒鸡蛋	热菜	菜品	热菜	
尖椒豆腐皮盖饭	盖浇饭	主食	饭	盖浇饭
尖椒豆腐皮饭	盖浇饭	主食	饭	盖浇饭
尖椒豇豆炒紫茄	热菜	菜品	热菜	
尖椒韭菜炒香干	热菜	菜品	热菜	
尖椒鸡蛋打卤面	盖浇面	主食	面	盖浇面
局气素炒饼	其他主食	主食	其他主食	
层层包心菜	蔬菜类	烧烤	蔬菜类	
屋里厢菜饭	烩饭	主食	饭	烩饭
山东丸子汤	汤羹	菜品	汤羹	
山东大拌菜	凉菜	菜品	凉菜	
山东大白菜炒虾	热菜	菜品	热菜	
山东杂粮煎饼加生菜	其他主食	主食	其他主食	
山东疙瘩汤	汤羹	菜品	汤羹	
山城炒合菜	热菜	菜品	热菜	
山姆长粒香米饭	白米饭	主食	饭	白米饭
山木耳炒山药	热菜	菜品	热菜	
山楂八宝稀饭	粥	主食	粥	
山楂雪梨粥	粥	主食	粥	
山泉水小锅米饭	白米饭	主食	饭	白米饭
山泉水有机米饭	白米饭	主食	饭	白米饭
山珍老鸭粥	粥	主食	粥	
山珍豆腐汤	汤羹	菜品	汤羹	
山笋炒双菇	热菜	菜品	热菜	
山约南瓜小米粥	粥	主食	粥	
山芋粉皮汤	其他粉	主食	粉	其他粉
山芹土豆条炒肉丝	热菜	菜品	热菜	
山芹土豆炒肉丝	热菜	菜品	热菜	
山芹木耳炒山药	热菜	菜品	热菜	
山芹炒肉丝	热菜	菜品	热菜	
山药南瓜粥	粥	主食	粥	
山药咸骨粥	粥	主食	粥	
山药土鸡汤	汤羹	菜品	汤羹	
山药大麦红枣粥	粥	主食	粥	
山药小枣大麦粥	粥	主食	粥	
山药意米芡实粥	粥	主食	粥	
山药排骨木耳汤	汤羹	菜品	汤羹	
山药排骨汤	汤羹	菜品	汤羹	
山药排骨粥	粥	主食	粥	
山药排骨肉粥	粥	主食	粥	
山药木耳炒山芹	热菜	菜品	热菜	
山药木耳炒肉	热菜	菜品	热菜	
山药木耳炒肉片	热菜	菜品	热菜	
山药木耳炒虾仁	热菜	菜品	热菜	
山药木耳炒里脊	热菜	菜品	热菜	
山药枸杞地瓜粥	粥	主食	粥	
山药枸杞小米粥	粥	主食	粥	
山药枸杞粥	粥	主食	粥	
山药桂圆红枣粥	粥	主食	粥	
山药活虾粥	粥	主食	粥	
山药滑鸡粥	粥	主食	粥	
山药炒扁豆	热菜	菜品	热菜	
山药炒木耳	热菜	菜品	热菜	
山药炒牛柳	热菜	菜品	热菜	
山药炒牛肉	热菜	菜品	热菜	
山药炒番茄	热菜	菜品	热菜	
山药炒秋耳	热菜	菜品	热菜	
山药炒秋葵	热菜	菜品	热菜	
山药炒窝笋	热菜	菜品	热菜	
山药炒肉片	热菜	菜品	热菜	
山药炒芥兰	热菜	菜品	热菜	
山药炒芦笋	热菜	菜品	热菜	
山药炒苦瓜	热菜	菜品	热菜	
山药炒莴笋	热菜	菜品	热菜	
山药炒莴笋片	热菜	菜品	热菜	
山药炒莴苣	热菜	菜品	热菜	
山药炒虾仁	热菜	菜品	热菜	
山药炒虾球	热菜	菜品	热菜	
山药炒蜜豆	热菜	菜品	热菜	
山药炒西兰花	热菜	菜品	热菜	
山药炒青笋半份	热菜	菜品	热菜	
山药炒鸡丝	热菜	菜品	热菜	
山药炒黑木耳	热菜	菜品	热菜	
山药炖南瓜	热菜	菜品	热菜	
山药炖排骨	热菜	菜品	热菜	
山药炖排骨煲	汤羹	菜品	汤羹	
山药炖牛肉	热菜	菜品	热菜	
山药炖猪肚	热菜	菜品	热菜	
山药炖驴肉	热菜	菜品	热菜	
山药煨乌鸡汤	汤羹	菜品	汤羹	
山药煨腔骨汤	汤羹	菜品	汤羹	
山药燕麦粥	粥	主食	粥	
山药牛肉粥	粥	主食	粥	
山药猪肝粥	粥	主食	粥	
山药玉米排骨汤	汤羹	菜品	汤羹	
山药玉米炒虾仁	热菜	菜品	热菜	
山药玉米粥	粥	主食	粥	
山药玉米青菜粥	粥	主食	粥	
山药瘦肉砂锅粥	粥	主食	粥	
山药瘦肉粥	粥	主食	粥	
山药百合枸杞粥	粥	主食	粥	
山药百合粥	粥	主食	粥	
山药百合莲子粥	粥	主食	粥	
山药砂锅粥	粥	主食	粥	
山药紫薯粥	粥	主食	粥	
山药红枣枸杞粥	粥	主食	粥	
山药红枣粥	粥	主食	粥	
山药红豆粥	粥	主食	粥	
山药羊肉粥	粥	主食	粥	
山药老鸭汤	汤羹	菜品	汤羹	
山药肉丝粥	粥	主食	粥	
山药肉片饭	盖浇饭	主食	饭	盖浇饭
山药肉碎粥	粥	主食	粥	
山药肚片汤	汤羹	菜品	汤羹	
山药芡实鸽子汤	汤羹	菜品	汤羹	
山药芥兰炒木耳	热菜	菜品	热菜	
山药茯苓汤	汤羹	菜品	汤羹	
山药荷兰豆炒木耳	热菜	菜品	热菜	
山药莲藕排骨汤	汤羹	菜品	汤羹	
山药薏仁粥	粥	主食	粥	
山药薏仁粥送咸菜	其他菜品	其他	其他菜品	
山药薏米红枣粥	粥	主食	粥	
山药蜜豆炒虾仁	热菜	菜品	热菜	
山药西芹炒木耳	热菜	菜品	热菜	
山药雪梨粥	粥	主食	粥	
山药青瓜炒木耳	热菜	菜品	热菜	
山药青笋炒虾仁	热菜	菜品	热菜	
山药青菜玉米粥	粥	主食	粥	
山药青菜瘦肉粥	粥	主食	粥	
山药青菜粥	粥	主食	粥	
山药香菇粥	粥	主食	粥	
山药香菇鸡丝粥	粥	主食	粥	
山药鸡丝粥	粥	主食	粥	
山药鸡肉粥	粥	主食	粥	
山药鸽子汤	汤羹	菜品	汤羹	
山药鹆子粥	粥	主食	粥	
山药麦仁粥	粥	主食	粥	
山药黑米粥	粥	主食	粥	
山药黑鱼汤	汤羹	菜品	汤羹	
山菌炖猪肚	汤羹	菜品	汤羹	
山菌鸡丝粥	粥	主食	粥	
山蘑炒小白菜	热菜	菜品	热菜	
山西家常面	汤面	主食	面	汤面
山西小米粥	粥	主食	粥	
山里人农家面	汤面	主食	面	汤面
山里人炒手工面	炒面	主食	面	炒面
山里人炒米面	炒面	主食	面	炒面
山里人青菜肉丝面	汤面	主食	面	汤面
山里人黄鱼鲞豆腐皮面	汤面	主食	面	汤面
山野荠荠菜	热菜	菜品	热菜	
山鸡蛋炒大葱	热菜	菜品	热菜	
岐山臊子菠菜面	拌面	主食	面	拌面
岚县炒莜面	炒面	主食	面	炒面
岛上番茄炒蛋	热菜	菜品	热菜	
岛上黄瓜木耳炒火腿	热菜	菜品	热菜	
岭南豆豉娃娃菜	热菜	菜品	热菜	
崂山菇炒肉	热菜	菜品	热菜	
崂山菇炒腐竹	热菜	菜品	热菜	
崂山蘑菇炒肉	热菜	菜品	热菜	
崇明小菠菜	热菜	菜品	热菜	
嵊州炒榨面	米线	主食	面	米线
川味手撕包菜	热菜	菜品	热菜	
川贝海底椰响锣炖瘦肉汤	汤羹	菜品	汤羹	
川贝雪梨粥	粥	主食	粥	
巧媳妇拌莜面	其他面	主食	面	其他面
巧媳妇炒松菇	热菜	菜品	热菜	
巧嫂大拌菜	凉菜	菜品	凉菜	
巧手大拌菜	凉菜	菜品	凉菜	
巧手拌合菜	凉菜	菜品	凉菜	
巧手撕包菜	热菜	菜品	热菜	
巧拌山野菜	凉菜	菜品	凉菜	
巧拌盆盆菜	凉菜	菜品	凉菜	
巴东干子炒芹菜	热菜	菜品	热菜	
巴沙鱼片粥	粥	主食	粥	
巴盟烂腌菜	浇头	其他	浇头	
帝王娃娃菜	热菜	菜品	热菜	
带鱼扒白菜	热菜	菜品	热菜	
干巴丝青菜炒饭	炒饭	主食	饭	炒饭
干拌西红柿鸡蛋面	拌面	主食	面	拌面
干拌青菜小面	拌面	主食	面	拌面
干挑番茄鸡蛋面	炒饭	主食	饭	炒饭
干果腊八粥	粥	主食	粥	
干炒包心菜	热菜	菜品	热菜	
干炒四季豆	热菜	菜品	热菜	
干炒大头菜	热菜	菜品	热菜	
干炒小蚕豆	热菜	菜品	热菜	
干炒有机花菜	热菜	菜品	热菜	
干炒杏鲍菇半份	热菜	菜品	热菜	
干炒白豆腐	热菜	菜品	热菜	
干炒铁棍山药	热菜	菜品	热菜	
干煲娃娃菜	热菜	菜品	热菜	
干煸包心菜	热菜	菜品	热菜	
干煸卷心菜	热菜	菜品	热菜	
干煸大头菜	热菜	菜品	热菜	
干煸娃娃菜	热菜	菜品	热菜	
干煸小青菜	热菜	菜品	热菜	
干煸手撕包心菜	热菜	菜品	热菜	
干煸手撕包菜	热菜	菜品	热菜	
干煸手撕菜	热菜	菜品	热菜	
干煸豆角小份菜	热菜	菜品	热菜	
干煸豆角炒菜	热菜	菜品	热菜	
干笋炖小春鱼	热菜	菜品	热菜	
干莴笋炒肉	热菜	菜品	热菜	
干菜炒刀豆	热菜	菜品	热菜	
干菜炒四季豆	热菜	菜品	热菜	
干菜蒲子番茄汤	汤羹	菜品	汤羹	
干豆腐丝炒绿豆芽	热菜	菜品	热菜	
干豆腐卷油麦菜	蔬菜类	烧烤	蔬菜类	
干豆腐卷菜	蔬菜类	烧烤	蔬菜类	
干豆腐卷葱香菜	蔬菜类	烧烤	蔬菜类	
干豆腐卷青菜	蔬菜类	烧烤	蔬菜类	
干豆腐卷香菜	蔬菜类	烧烤	配菜	蔬菜类
干豆腐炒土豆片	热菜	菜品	热菜	
干豆腐炒尖椒	热菜	菜品	热菜	
干豆腐炒木耳半盘	热菜	菜品	热菜	
干豆腐炒白菜	热菜	菜品	热菜	
干豆腐炒豆芽韭菜	热菜	菜品	热菜	
干豆腐炒青椒	热菜	菜品	热菜	
干豆腐炒韭菜	热菜	菜品	热菜	
干豆腐炖土豆片	热菜	菜品	热菜	
干豆腐爱白菜	热菜	菜品	热菜	
干豆角炒肉	热菜	菜品	热菜	
干豆角炒肉丝	热菜	菜品	热菜	
干豆角炖鸡蛋小份	热菜	菜品	热菜	
干贝七彩汤	汤羹	菜品	汤羹	
干贝冬瓜汤	汤羹	菜品	汤羹	
干贝排骨粥	粥	主食	粥	
干贝明虾粥	粥	主食	粥	
干贝海鲜粥	粥	主食	粥	
干贝玉米瘦肉粥	粥	主食	粥	
干贝玉米鲜虾粥	粥	主食	粥	
干贝瘦肉粥	粥	主食	粥	
干贝皮蛋粥	粥	主食	粥	
干贝砂锅粥	粥	主食	粥	
干贝肉丝粥	粥	主食	粥	
干贝肉碎蚝仔粥	粥	主食	粥	
干贝萝卜丝汤	汤羹	菜品	汤羹	
干贝萝卜汤	汤羹	菜品	汤羹	
干贝虾仁粥	粥	主食	粥	
干贝虾仁青菜粥	粥	主食	粥	
干贝青菜粥	粥	主食	粥	
干贝香菇粥	粥	主食	粥	
干贝鱼片砂锅粥	粥	主食	粥	
干贝鱼片粥	粥	主食	粥	
干贝鱿鱼粥	粥	主食	粥	
干贝鲍鱼粥	粥	主食	粥	
干贝鲜虾砂锅粥	粥	主食	粥	
干贝鲜虾粥	粥	主食	粥	
干贝鲜鱼片粥	粥	主食	粥	
干贝鸡丝粥	粥	主食	粥	
干锅什锦菜	热菜	菜品	热菜	
干锅农家花菜	热菜	菜品	热菜	
干锅加菜油麦菜	蔬菜类	火锅/串串/麻辣烫/色拉自选	配菜	蔬菜类
干锅包心菜	热菜	菜品	热菜	
干锅包心菜丨小干炒	热菜	菜品	热菜	
干锅卷心菜	热菜	菜品	热菜	
干锅大头菜	热菜	菜品	热菜	
干锅娃娃菜	热菜	菜品	热菜	
干锅小藤花菜	热菜	菜品	热菜	
干锅平包菜	热菜	菜品	热菜	
干锅手撕包心菜	热菜	菜品	热菜	
干锅手撕包菜	热菜	菜品	热菜	
干锅手撕卷心菜	热菜	菜品	热菜	
干锅手撕牛心包菜	热菜	菜品	热菜	
干锅手撕苞菜	热菜	菜品	热菜	
干锅散花菜	热菜	菜品	热菜	
干锅有机花菜	热菜	菜品	热菜	
干锅有机菜	热菜	菜品	热菜	
干锅炒菜花	热菜	菜品	热菜	
干锅烧花菜	热菜	菜品	热菜	
干锅焗花菜	热菜	菜品	热菜	
干锅爽口花菜	热菜	菜品	热菜	
干锅番茄烧花菜	热菜	菜品	热菜	
干锅空心菜	热菜	菜品	热菜	
干锅粉丝包菜	热菜	菜品	热菜	
干锅绿梗花菜	热菜	菜品	热菜	
干锅茶树菇米饭	热菜	菜品	热菜	
干锅菜花和米饭	其他菜品	其他	其他菜品	
干锅菜花炒菜	热菜	菜品	热菜	
干锅豆芽菜	热菜	菜品	热菜	
干锅酱炒有机花菜	热菜	菜品	热菜	
干锅香菇花菜	热菜	菜品	热菜	
干锅黄子菜	热菜	菜品	热菜	
平湖炒三鲜	热菜	菜品	热菜	
平茹炒鸡蛋	热菜	菜品	热菜	
平菇炒大蒜肉丝	热菜	菜品	热菜	
平菇炒肉丝	热菜	菜品	热菜	
平菇炒肉片	热菜	菜品	热菜	
平菇炒鸡蛋	热菜	菜品	热菜	
平菇炖豆腐	热菜	菜品	热菜	
平菇肉圆汤	汤羹	菜品	汤羹	
平菇肉片汤	汤羹	菜品	汤羹	
幸福满满红豆粥	粥	主食	粥	
广东丝瓜炒木耳	热菜	菜品	热菜	
广东唐生菜	热菜	菜品	热菜	
广东经典罗马生菜	浇头	其他	浇头	
广东芥蓝炒牛肉	热菜	菜品	热菜	
广东芥蓝菜	凉菜	菜品	凉菜	
广东菜心粥	粥	主食	粥	
广东西洋菜	蔬菜类	火锅/串串/麻辣烫/色拉自选	配菜	蔬菜类
广州艇仔粥	粥	主食	粥	
广式瓦罐乌鸡汤	汤羹	菜品	汤羹	
广式生炒花菜	热菜	菜品	热菜	
广式皮蛋瘦肉粥	粥	主食	粥	
广式老鸡肉丁煲汤	汤羹	菜品	汤羹	
广式荔湾艇仔粥	粥	主食	粥	
广式菜心炒牛肉	热菜	菜品	热菜	
广式蒜蓉娃娃菜	热菜	菜品	热菜	
广式虫草花炖乌鸡	汤羹	菜品	汤羹	
广式鱼丸汤	汤羹	菜品	汤羹	
庐山小云耳炒肉	热菜	菜品	热菜	
店长推荐丨皮蛋瘦肉粥	粥	主食	粥	
廋肉青菜汤	汤羹	菜品	汤羹	
廋肉黑白菜	热菜	菜品	热菜	
延吉大碗荞麦冷面	凉面	主食	面	凉面
延边珍珠米饭	白米饭	主食	饭	白米饭
开心大拌菜	凉菜	菜品	凉菜	
开心小米粥	粥	主食	粥	
开春香椿芽炒鸡蛋	热菜	菜品	热菜	
开洋冬瓜汤	汤羹	菜品	汤羹	
开胃什锦菜	凉菜	菜品	凉菜	
开胃八宝粥	粥	主食	粥	
开胃小米粥	粥	主食	粥	
开胃小芹菜	热菜	菜品	热菜	
开胃小鱼汤	汤羹	菜品	汤羹	
开胃杂粮小米粥	粥	主食	粥	
开胃白米粥	粥	主食	粥	
开胃酸包菜	凉菜	菜品	凉菜	
开胃酸笋瘦肉豆腐汤	汤羹	菜品	汤羹	
开胃酸菜汤	汤羹	菜品	汤羹	
开胃酸辣汤	汤羹	菜品	汤羹	
张记特色小米粥	粥	主食	粥	
强身健体的山药炒木耳	热菜	菜品	热菜	
归园参鸡汤	汤羹	菜品	汤羹	
当归乌鸡汤	汤羹	菜品	汤羹	
当归牛肉汤	汤羹	菜品	汤羹	
当归红枣乌鸡汤	汤羹	菜品	汤羹	
当归莲子老鸭汤	汤羹	菜品	汤羹	
当归黄芪党参乌鸡汤	汤羹	菜品	汤羹	
当日鲜娃娃菜	蔬菜类	火锅/串串/麻辣烫/色拉自选	配菜	蔬菜类
彩桥疙瘩汤	汤羹	菜品	汤羹	
彭记老鸭汤	汤羹	菜品	汤羹	
很好吃的大白菜	热菜	菜品	热菜	
很正常的白米饭	白米饭	主食	饭	白米饭
御品八宝粥	粥	主食	粥	
御膳金汤海参捞饭	捞饭	主食	饭	捞饭
御贡香米饭	白米饭	主食	饭	白米饭
御面堂素面	汤面	主食	面	汤面
微粮南瓜粥	粥	主食	粥	
微粮燕麦粥	粥	主食	粥	
微粮荷叶粥	粥	主食	粥	
微辣老鸭粉丝汤	其他粉	主食	粉	其他粉
德仁大拌菜	凉菜	菜品	凉菜	
德利炒三丝	热菜	菜品	热菜	
德盛特色紫米红豆粥	粥	主食	粥	
徽州笋干面	盖浇面	主食	面	盖浇面
心意南瓜粥	粥	主食	粥	
心甘情愿黄韭肉丝小炒	热菜	菜品	热菜	
必点三鲜疙瘩汤	汤羹	菜品	汤羹	
必点商品米饭	白米饭	主食	饭	白米饭
忒色菠菜面	拌面	主食	面	拌面
忘不了的花菜	蔬菜类	烧烤	蔬菜类	
忘不掉的豆腐汤	汤羹	菜品	汤羹	
快餐粉皮芹菜	热菜	菜品	热菜	
快餐西红柿炒鸡蛋	热菜	菜品	热菜	
怡神黑米粥	粥	主食	粥	
急火蒸西生菜	热菜	菜品	热菜	
总厨沙拉大拌菜	凉菜	菜品	凉菜	
情深深雨蒙蒙丝瓜蛋汤	汤羹	菜品	汤羹	
意大利生菜	浇头	其他	浇头	
意大利番茄意面	意大利面	主食	面	意大利面
意大利蘑菇汤	汤羹	菜品	汤羹	
意式番茄鸡肉面	意大利面	主食	面	意大利面
意式香浓菜汤	汤羹	菜品	汤羹	
慢火炖芋头	热菜	菜品	热菜	
慢熬八宝粥	粥	主食	粥	
慢熬多肉牛肉汤	汤羹	菜品	汤羹	
慢熬牛肉汤	汤羹	菜品	汤羹	
慢熬白米粥	粥	主食	粥	
慢熬红豆粥	粥	主食	粥	
戈雅鱼炖豆腐汤	汤羹	菜品	汤羹	
成都煎蛋汤	汤羹	菜品	汤羹	
我家姜汤面	汤面	主食	面	汤面
我要一份米饭	白米饭	主食	饭	白米饭
我要加一份大白菜	热菜	菜品	热菜	
我需要点米饭	白米饭	主食	饭	白米饭
扁豆土伏汤	汤羹	菜品	汤羹	
扁豆炒肉丝	热菜	菜品	热菜	
扁豆牛肉丝炒土豆丝双拼套餐	其他菜品	其他	其他菜品	
扁豆薏米炖鸡脚	汤羹	菜品	汤羹	
扁豆角干炒肉	热菜	菜品	热菜	
扁食瘦肉汤	馄饨	主食	馄饨	
扇贝柱炒韭菜鸡蛋	热菜	菜品	热菜	
扇贝柱炒鸡蛋	热菜	菜品	热菜	
扇贝肉小白菜	热菜	菜品	热菜	
扇贝肉拌菠菜	凉菜	菜品	凉菜	
扇贝肉炒开春小芽豆	热菜	菜品	热菜	
扇贝肉炒韭菜鸡蛋	热菜	菜品	热菜	
扇贝肉炒鸡蛋	热菜	菜品	热菜	
扇贝肉炖小白菜粉	热菜	菜品	热菜	
手工丸子汤	汤羹	菜品	汤羹	
手工刀削面	其他面	主食	面	其他面
手工双色丸子青瓜汤	汤羹	菜品	汤羹	
手工四合一菠菜面	拌面	主食	面	拌面
手工拉条面	其他面	主食	面	其他面
手工水猪肉白菜	饺子	主食	饺子	
手工水猪肉芹菜	饺子	主食	饺子	
手工清炒土豆丝	热菜	菜品	热菜	
手工炒面片小碗	炒面	主食	面	炒面
手工熬制小米粥	粥	主食	粥	
手工疙瘩汤	汤羹	菜品	汤羹	
手工素凉拌面	拌面	主食	面	拌面
手工绿豆面	汤面	主食	面	汤面
手工臊子面	汤面	主食	面	汤面
手工蒸猪肉白菜	饺子	主食	饺子	
手工蒸猪肉芹菜	饺子	主食	饺子	
手工蛋花珍珠汤	汤羹	菜品	汤羹	
手工豆芽菜	热菜	菜品	热菜	
手工青菜面	汤面	主食	面	汤面
手工面结汤	汤羹	菜品	汤羹	
手工鲜烩面	其他菜品	其他	其他菜品	
手工鸡蛋面	其他菜品	其他	其他菜品	
手打生汆丸子汤	汤羹	菜品	汤羹	
手打虾滑粥	粥	主食	粥	
手打鱼丸汤	汤羹	菜品	汤羹	
手打鲅鱼丸子汤	汤羹	菜品	汤羹	
手把蘸酱菜	凉菜	菜品	凉菜	
手抓饼鸡蛋海带丝生菜	手抓饼	主食	饼/囊/馍	手抓饼
手拉蔬菜面	汤面	主食	面	汤面
手捏菜炒口蘑	热菜	菜品	热菜	
手捏菜炒毛豆	热菜	菜品	热菜	
手捏菜炒蘑菇	热菜	菜品	热菜	
手捏菜炒鲜菇	热菜	菜品	热菜	
手捏菜蘑菇炒肉片	热菜	菜品	热菜	
手捏鸡毛菜	蔬菜类	火锅/串串/麻辣烫/色拉自选	配菜	蔬菜类
手撕什锦菜	热菜	菜品	热菜	
手撕兰州包菜	热菜	菜品	热菜	
手撕包包菜	热菜	菜品	热菜	
手撕包心菜	热菜	菜品	热菜	
手撕包菜小炒	热菜	菜品	热菜	
手撕包菜炒豆皮	热菜	菜品	热菜	
手撕包菜盖浇饭	盖浇饭	主食	饭	盖浇饭
手撕包菜盖饭	盖浇饭	主食	饭	盖浇饭
手撕卷心菜	热菜	菜品	热菜	
手撕圆包菜	热菜	菜品	热菜	
手撕圆白菜	热菜	菜品	热菜	
手撕圆白菜盖饭	盖浇饭	主食	饭	盖浇饭
手撕大包菜	热菜	菜品	热菜	
手撕大头菜菜	热菜	菜品	热菜	
手撕大拌菜	热菜	菜品	热菜	
手撕平包菜	热菜	菜品	热菜	
手撕洋白菜	热菜	菜品	热菜	
手撕牛心包菜	热菜	菜品	热菜	
手撕牛心菜	热菜	菜品	热菜	
手撕莲花菜	热菜	菜品	热菜	
手撕蘑菇原汤面	汤面	主食	面	汤面
手撕酸辣包菜	热菜	菜品	热菜	
手撕鸡裙带菜	凉菜	菜品	凉菜	
手擀打卤面	手擀面	主食	面	手擀面
手擀炝锅面	手擀面	主食	面	手擀面
手擀番茄面汤	手擀面	主食	面	手擀面
手擀精制臊子面	手擀面	主食	面	手擀面
手擀糊涂面	手擀面	主食	面	手擀面
手擀绿豆炝锅面	手擀面	主食	面	手擀面
手擀肉丝面	手擀面	主食	面	手擀面
手擀面加玉米面	手擀面	主食	面	手擀面
手擀面鸡蛋面	手擀面	主食	面	手擀面
手擀鸡蛋面	手擀面	主食	面	手擀面
手斯圆白菜	热菜	菜品	热菜	
托古小米粥	粥	主食	粥	
托谷小米粥	粥	主食	粥	
扬州炒饭小份	炒饭	主食	饭	炒饭
扬州蔬菜炒饭	炒饭	主食	饭	炒饭
批把炖雪梨	糖水/炖品	甜点	糖水/炖品	
抗衰调压黑米粥	粥	主食	粥	
抗饿的米饭	白米饭	主食	饭	白米饭
折二根拌酸菜	凉菜	菜品	凉菜	
折扣油麦菜	浇头	其他	浇头	
折骨肉炖白菜	热菜	菜品	热菜	
抢炒红苕尖	热菜	菜品	热菜	
护心肉豆角双拼饭	盖浇饭	主食	饭	盖浇饭
拆骨肉大白菜炖豆腐粉	热菜	菜品	热菜	
拆骨肉炒本豆芽	热菜	菜品	热菜	
拆骨肉炒白菜干豆腐	热菜	菜品	热菜	
拆骨肉炖大白菜粉	热菜	菜品	热菜	
拆骨肉炖白菜	热菜	菜品	热菜	
拆骨肉酸菜炖冻豆腐	热菜	菜品	热菜	
拉皮炒西芹	热菜	菜品	热菜	
拌三丁小菜	凉菜	菜品	凉菜	
拌小份生菜	凉菜	菜品	凉菜	
拌果仁菠菜	凉菜	菜品	凉菜	
拌荞麦冷面	凉面	主食	面	凉面
拌西兰花菜	凉菜	菜品	凉菜	
拍蒜木耳炒菜心	热菜	菜品	热菜	
拍蒜香炒西兰花	热菜	菜品	热菜	
招牌中华八宝粥	粥	主食	粥	
招牌丸子汤	汤羹	菜品	汤羹	
招牌乌鸡汤	汤羹	菜品	汤羹	
招牌八宝粥	粥	主食	粥	
招牌冰糖八宝粥	粥	主食	粥	
招牌南瓜粥	粥	主食	粥	
招牌四红粥	粥	主食	粥	
招牌土鸡汤	汤羹	菜品	汤羹	
招牌大拌菜	凉菜	菜品	凉菜	
招牌大白菜	热菜	菜品	热菜	
招牌妯娌老鸭粉丝汤	其他粉	主食	粉	其他粉
招牌姜汤面	汤面	主食	面	汤面
招牌小炒云南黑土鸡	热菜	菜品	热菜	
招牌小炒茄	热菜	菜品	热菜	
招牌小米粥	粥	主食	粥	
招牌手擀面	手擀面	主食	面	手擀面
招牌打卤面	盖浇面	主食	面	盖浇面
招牌明目枸杞叶汤	汤羹	菜品	汤羹	
招牌明目枸杞汤	汤羹	菜品	汤羹	
招牌枸杞叶猪杂汤	汤羹	菜品	汤羹	
招牌洋葱炒土豆	热菜	菜品	热菜	
招牌海鲜粥	粥	主食	粥	
招牌清炒藕片	热菜	菜品	热菜	
